customer_id,age,job,marital,education,default,balance,housing,loan,contact_id
25986,25,technician,single,secondary,no,266,no,yes,24224
25987,40,management,married,tertiary,no,268,yes,no,36666
25988,36,management,single,tertiary,no,-78,yes,no,24686
25989,35,admin.,single,secondary,no,10,no,yes,35133
25990,31,management,married,tertiary,no,859,yes,yes,17017
25991,33,blue-collar,married,unknown,no,24,yes,no,40616
25992,24,technician,single,secondary,no,-126,yes,yes,14690
25993,39,technician,married,secondary,no,1385,yes,yes,24703
25994,31,blue-collar,single,primary,no,-280,no,no,17918
25995,33,services,single,secondary,no,152,yes,no,34232
25996,39,services,married,secondary,no,1930,yes,no,41471
25997,49,management,married,secondary,no,466,no,no,34015
25998,27,self-employed,single,tertiary,no,560,no,no,4422
25999,28,admin.,single,secondary,no,775,no,no,2579
26000,43,management,married,unknown,no,5172,yes,no,23509
26001,33,blue-collar,married,primary,no,2665,yes,no,13097
26002,46,admin.,married,secondary,no,-143,yes,no,23027
26003,39,technician,divorced,secondary,no,454,no,no,24509
26004,41,services,married,primary,no,373,yes,no,26785
26005,40,blue-collar,single,secondary,no,169,yes,no,14122
26006,35,technician,single,tertiary,no,0,no,no,31303
26007,59,blue-collar,married,primary,no,259,yes,yes,31040
26008,29,technician,single,secondary,no,853,no,yes,44043
26009,27,technician,single,secondary,no,1187,no,no,461
26010,27,blue-collar,married,secondary,no,484,yes,no,33269
26011,35,blue-collar,single,secondary,no,2514,yes,no,14580
26012,34,technician,married,secondary,no,118,yes,no,22805
26013,31,management,single,tertiary,no,816,yes,no,37506
26014,35,blue-collar,single,secondary,no,74,yes,no,4927
26015,55,management,married,unknown,no,179,no,no,6962
26016,28,unknown,single,unknown,no,326,no,no,17697
26017,45,blue-collar,married,secondary,no,1778,yes,no,8999
26018,51,management,married,tertiary,no,2704,yes,no,29342
26019,32,blue-collar,married,primary,no,902,yes,no,4618
26020,48,services,married,secondary,no,400,yes,yes,27291
26021,56,retired,married,primary,no,161,no,yes,6215
26022,54,technician,married,secondary,no,6,yes,no,9627
26023,34,blue-collar,married,primary,no,-20,yes,no,22055
26024,47,blue-collar,married,secondary,no,1996,no,no,11402
26025,39,unemployed,single,secondary,no,356,yes,no,2024
26026,32,management,single,tertiary,no,935,no,no,31698
26027,41,admin.,single,secondary,no,219,yes,no,33281
26028,46,housemaid,married,primary,no,17,no,no,7673
26029,40,management,married,tertiary,no,655,yes,no,4310
26030,33,blue-collar,single,secondary,no,1254,yes,no,1992
26031,29,self-employed,single,tertiary,no,392,no,yes,6408
26032,38,technician,divorced,secondary,no,1,no,yes,22293
26033,30,housemaid,single,tertiary,no,3362,no,no,43181
26034,36,technician,married,secondary,no,264,yes,yes,40386
26035,36,technician,divorced,secondary,no,3270,no,no,1464
26036,57,services,divorced,secondary,no,1024,yes,no,5301
26037,37,management,single,tertiary,no,171,yes,yes,24955
26038,36,management,married,tertiary,no,-825,no,no,30768
26039,31,services,single,secondary,no,1599,no,no,14324
26040,49,retired,divorced,secondary,no,-268,yes,no,25090
26041,33,services,married,secondary,no,210,yes,yes,29805
26042,29,services,single,secondary,no,612,no,no,11772
26043,45,services,married,primary,no,627,yes,no,2968
26044,39,admin.,married,tertiary,no,1022,yes,yes,10178
26045,61,management,married,secondary,no,1128,no,no,16474
26046,47,blue-collar,married,secondary,no,71,yes,no,16827
26047,62,self-employed,divorced,tertiary,no,6,yes,no,8923
26048,25,student,single,secondary,no,154,no,no,13164
26049,58,admin.,married,secondary,no,3496,yes,no,14835
26050,37,admin.,married,secondary,no,-107,yes,no,20220
26051,37,admin.,married,secondary,no,0,yes,no,25738
26052,31,technician,married,secondary,no,119,yes,no,17385
26053,40,management,single,tertiary,no,406,yes,no,38594
26054,37,entrepreneur,single,secondary,no,926,no,no,37714
26055,54,admin.,divorced,secondary,no,912,yes,no,9339
26056,31,blue-collar,single,secondary,no,4,no,no,2996
26057,30,management,married,tertiary,no,370,no,no,2302
26058,38,blue-collar,married,secondary,no,4586,yes,no,31481
26059,33,services,married,secondary,no,28,no,no,15557
26060,22,services,single,secondary,no,3,yes,no,4413
26061,53,technician,married,primary,no,0,no,no,30758
26062,59,unemployed,married,secondary,no,1047,no,no,18021
26063,45,services,single,secondary,no,303,yes,no,21439
26064,32,unemployed,single,tertiary,no,1974,no,no,33696
26065,35,admin.,married,secondary,no,3854,yes,no,22536
26066,38,technician,married,secondary,no,403,yes,yes,18699
26067,39,services,divorced,secondary,no,1957,yes,yes,39384
26068,42,self-employed,married,secondary,no,3211,no,no,38007
26069,33,services,married,secondary,no,2533,yes,no,18120
26070,52,management,married,tertiary,no,601,yes,no,30240
26071,39,unemployed,married,secondary,no,1654,no,no,6680
26072,52,services,married,primary,no,171,yes,yes,1304
26073,30,management,single,tertiary,no,1673,no,no,41364
26074,42,self-employed,married,secondary,no,13242,no,no,39995
26075,55,technician,divorced,tertiary,no,2848,yes,yes,41203
26076,51,blue-collar,married,tertiary,no,2404,yes,no,32942
26077,50,technician,married,secondary,no,0,no,no,41115
26078,75,retired,married,primary,no,1413,no,no,30242
26079,37,technician,married,secondary,yes,-3,no,no,20357
26080,24,services,married,secondary,no,45,yes,yes,25709
26081,39,admin.,married,secondary,no,260,yes,no,5436
26082,34,blue-collar,married,secondary,no,0,no,no,24099
26083,33,blue-collar,single,secondary,no,-416,yes,no,40631
26084,55,management,married,tertiary,no,2366,yes,yes,37874
26085,46,management,married,tertiary,no,0,yes,no,23163
26086,32,admin.,married,secondary,no,752,yes,no,6346
26087,28,blue-collar,married,primary,no,674,yes,no,42667
26088,37,management,single,tertiary,no,1572,no,no,2864
26089,49,blue-collar,married,primary,no,2481,no,yes,23178
26090,51,blue-collar,married,primary,no,216,yes,no,22675
26091,41,blue-collar,single,primary,no,156,yes,no,31563
26092,49,blue-collar,married,primary,no,1019,yes,no,38852
26093,32,management,single,tertiary,no,935,no,no,22213
26094,53,management,divorced,tertiary,no,6388,yes,no,7679
26095,36,management,married,tertiary,no,0,yes,no,17567
26096,31,admin.,married,secondary,no,-36,yes,yes,42364
26097,42,technician,single,tertiary,no,3908,yes,no,2507
26098,36,services,married,secondary,no,1981,no,no,23704
26099,37,management,married,tertiary,no,3654,no,no,26309
26100,34,housemaid,single,tertiary,no,43,no,no,1438
26101,41,management,married,tertiary,no,13874,no,no,36418
26102,26,blue-collar,single,secondary,no,2007,no,no,28462
26103,30,unemployed,single,secondary,no,2303,no,no,18054
26104,32,entrepreneur,married,tertiary,no,762,no,no,44969
26105,46,technician,married,secondary,no,0,no,no,17427
26106,56,technician,divorced,secondary,no,146,yes,no,18966
26107,31,self-employed,single,tertiary,no,283,no,no,1402
26108,76,retired,divorced,primary,no,802,no,no,1460
26109,31,management,single,tertiary,no,1536,no,no,30248
26110,47,management,married,secondary,no,7,no,no,25553
26111,46,admin.,married,secondary,no,517,yes,no,40262
26112,54,management,married,tertiary,no,69,no,no,21430
26113,37,technician,married,secondary,no,5287,yes,yes,33634
26114,37,management,married,tertiary,no,975,yes,yes,38468
26115,29,technician,single,secondary,no,1165,no,no,36586
26116,33,blue-collar,single,secondary,no,45,no,no,9089
26117,55,unemployed,divorced,secondary,no,309,no,no,39267
26118,39,management,single,tertiary,no,0,yes,no,39790
26119,50,admin.,divorced,secondary,no,3043,yes,no,40080
26120,52,blue-collar,married,secondary,no,161,yes,no,798
26121,36,services,single,secondary,no,774,yes,no,44599
26122,29,admin.,married,secondary,no,453,yes,no,22397
26123,31,services,married,secondary,no,414,yes,no,9294
26124,53,blue-collar,married,secondary,no,3815,no,no,24628
26125,58,services,married,secondary,no,5567,no,no,42479
26126,39,admin.,single,secondary,no,113,yes,no,34168
26127,46,management,divorced,tertiary,no,461,no,no,27217
26128,55,technician,married,secondary,no,150,yes,yes,42959
26129,35,management,married,tertiary,no,495,no,no,32432
26130,39,management,married,tertiary,no,4539,no,no,8894
26131,28,management,single,tertiary,no,810,yes,no,36027
26132,40,services,married,secondary,no,-212,yes,yes,31612
26133,59,blue-collar,married,primary,no,625,no,no,11150
26134,29,technician,divorced,secondary,no,124,no,no,24386
26135,31,unemployed,married,secondary,no,24,yes,no,41208
26136,39,blue-collar,married,secondary,yes,-931,yes,no,44665
26137,42,technician,single,tertiary,no,166,no,no,33101
26138,52,self-employed,married,tertiary,no,4012,no,no,40880
26139,48,blue-collar,married,primary,no,8,no,no,10968
26140,29,blue-collar,married,secondary,no,97,yes,no,12581
26141,40,management,married,tertiary,no,8969,yes,no,44310
26142,39,blue-collar,married,primary,no,532,yes,no,39104
26143,44,blue-collar,married,primary,no,-82,no,yes,11960
26144,40,services,divorced,secondary,no,160,no,no,17892
26145,44,management,married,tertiary,no,392,yes,no,4499
26146,53,admin.,divorced,tertiary,no,493,yes,yes,37112
26147,47,blue-collar,married,secondary,no,2128,yes,no,14549
26148,59,retired,divorced,primary,no,-110,no,yes,29792
26149,33,technician,single,tertiary,no,538,yes,no,21005
26150,31,management,divorced,tertiary,no,373,no,no,24102
26151,32,blue-collar,married,primary,no,2114,yes,no,2948
26152,42,blue-collar,married,secondary,no,429,yes,no,3750
26153,45,entrepreneur,married,tertiary,no,3689,yes,no,37149
26154,32,self-employed,married,secondary,no,329,yes,no,8012
26155,35,management,divorced,tertiary,no,771,yes,yes,42847
26156,58,retired,married,secondary,no,1463,yes,no,6779
26157,46,services,married,secondary,no,9,no,no,2320
26158,47,management,married,tertiary,no,260,no,yes,33065
26159,62,retired,married,primary,no,0,no,no,17939
26160,35,technician,single,secondary,no,11423,yes,no,24913
26161,46,services,married,secondary,no,4780,yes,no,39221
26162,34,management,married,tertiary,no,16,yes,no,4852
26163,43,management,married,tertiary,no,703,yes,no,44917
26164,54,self-employed,married,secondary,no,3529,no,no,35702
26165,47,housemaid,married,primary,no,32,no,no,29688
26166,60,management,married,tertiary,no,0,no,no,11579
26167,47,technician,married,secondary,no,232,yes,no,5386
26168,47,admin.,married,secondary,no,1156,no,yes,32926
26169,42,blue-collar,married,primary,no,163,yes,no,36122
26170,50,management,divorced,tertiary,no,299,no,no,27476
26171,32,technician,married,tertiary,no,2688,no,no,43980
26172,60,management,married,primary,no,252,yes,yes,6177
26173,26,blue-collar,single,secondary,no,1802,yes,no,27323
26174,43,housemaid,single,primary,no,24,no,no,35572
26175,31,unemployed,married,tertiary,no,7744,no,no,35665
26176,60,housemaid,married,primary,no,2580,no,no,22262
26177,50,blue-collar,divorced,secondary,no,881,yes,yes,44106
26178,59,housemaid,divorced,secondary,no,0,no,no,21736
26179,35,self-employed,married,tertiary,no,137,no,no,39243
26180,39,blue-collar,married,unknown,no,295,yes,no,9001
26181,43,technician,single,secondary,no,214,yes,no,38274
26182,32,admin.,married,secondary,no,0,no,no,43312
26183,58,retired,married,secondary,no,3542,yes,no,40061
26184,40,blue-collar,married,primary,no,-158,yes,yes,15951
26185,26,blue-collar,single,secondary,no,5829,no,no,37929
26186,32,services,single,secondary,no,396,yes,no,17513
26187,39,technician,divorced,secondary,no,385,no,no,33559
26188,60,management,single,tertiary,no,2190,no,no,2352
26189,30,management,single,tertiary,no,5561,yes,no,32438
26190,44,technician,married,secondary,no,378,yes,no,309
26191,59,management,married,tertiary,no,1574,no,no,9279
26192,49,unemployed,divorced,secondary,no,495,yes,no,19889
26193,52,admin.,divorced,secondary,no,121,yes,no,30641
26194,37,management,married,tertiary,no,165,no,no,37791
26195,50,blue-collar,married,primary,no,5131,yes,no,33237
26196,41,blue-collar,married,primary,no,-441,yes,no,10909
26197,42,blue-collar,married,unknown,no,1323,yes,no,1319
26198,30,housemaid,married,secondary,no,533,yes,no,39420
26199,38,technician,married,secondary,no,635,no,no,18608
26200,35,admin.,single,secondary,no,0,no,yes,30203
26201,28,services,married,tertiary,no,599,yes,no,24384
26202,38,blue-collar,married,primary,no,489,yes,no,32494
26203,28,services,single,tertiary,no,441,no,no,6778
26204,33,management,married,tertiary,no,1817,no,no,43098
26205,34,management,married,tertiary,no,926,no,yes,35318
26206,41,blue-collar,married,primary,no,1052,yes,yes,8236
26207,34,management,single,tertiary,no,2646,no,no,5751
26208,44,technician,divorced,secondary,no,1196,yes,no,1125
26209,43,technician,married,secondary,no,1865,yes,no,21679
26210,47,unemployed,married,secondary,no,955,yes,no,44743
26211,59,technician,divorced,secondary,no,0,no,no,9605
26212,59,technician,married,secondary,no,925,yes,no,24237
26213,58,admin.,married,secondary,no,821,yes,yes,25070
26214,52,entrepreneur,divorced,primary,no,278,yes,no,11795
26215,34,management,married,tertiary,no,1778,no,no,11277
26216,43,services,divorced,secondary,no,1040,yes,no,30996
26217,36,management,single,tertiary,no,1283,no,no,5648
26218,31,management,married,tertiary,no,357,yes,no,22939
26219,43,services,married,unknown,no,790,no,no,33304
26220,49,blue-collar,married,primary,no,216,yes,no,44239
26221,38,management,married,tertiary,no,-70,yes,no,44085
26222,36,blue-collar,married,secondary,no,218,yes,no,23106
26223,50,services,married,secondary,no,1572,yes,no,35766
26224,26,management,single,tertiary,no,7628,no,no,1010
26225,25,technician,single,tertiary,no,43,yes,yes,34156
26226,44,blue-collar,single,primary,no,787,yes,no,4163
26227,59,retired,married,primary,no,0,no,no,14819
26228,57,housemaid,married,primary,no,7082,no,no,17877
26229,31,services,married,secondary,no,37,yes,no,34865
26230,78,retired,divorced,unknown,no,2628,no,no,39771
26231,30,blue-collar,married,secondary,no,5903,yes,no,31100
26232,34,management,married,tertiary,no,101,no,no,36481
26233,29,admin.,single,secondary,no,468,yes,yes,20440
26234,81,retired,married,secondary,no,93,no,no,22071
26235,34,admin.,married,secondary,no,255,no,yes,23383
26236,42,blue-collar,married,secondary,no,698,no,no,2892
26237,41,admin.,married,secondary,no,80,no,no,20426
26238,60,unemployed,divorced,secondary,no,4,no,no,27763
26239,25,services,single,secondary,no,2,no,no,19555
26240,40,admin.,divorced,secondary,no,-607,yes,no,34494
26241,42,admin.,married,secondary,no,196,yes,yes,34963
26242,40,technician,married,secondary,no,77,no,no,31126
26243,69,housemaid,single,unknown,no,2493,no,no,35361
26244,28,services,single,secondary,no,0,no,no,6198
26245,36,blue-collar,divorced,secondary,no,2843,no,no,41034
26246,37,technician,married,secondary,no,5380,no,no,40613
26247,33,admin.,single,secondary,no,395,yes,no,37095
26248,28,admin.,married,secondary,no,1595,no,no,215
26249,26,blue-collar,single,secondary,no,463,no,yes,31301
26250,35,unemployed,married,secondary,no,977,yes,no,4664
26251,26,technician,single,secondary,no,3,yes,no,23706
26252,32,entrepreneur,single,primary,no,1770,no,yes,2073
26253,46,management,married,tertiary,no,48,no,no,5457
26254,29,unemployed,single,tertiary,no,7,no,no,22588
26255,41,technician,married,secondary,no,-274,yes,no,24236
26256,34,blue-collar,single,secondary,no,1923,no,no,12634
26257,31,blue-collar,single,tertiary,no,761,no,no,3708
26258,47,technician,married,secondary,no,-401,yes,no,13118
26259,45,unknown,married,tertiary,no,406,no,no,37263
26260,34,admin.,divorced,secondary,no,961,no,no,15648
26261,39,technician,single,secondary,no,400,yes,no,28038
26262,42,management,married,tertiary,no,344,yes,yes,27485
26263,60,blue-collar,married,primary,no,5788,yes,no,33770
26264,35,management,married,tertiary,no,365,no,no,8114
26265,35,blue-collar,married,secondary,no,628,yes,no,18527
26266,44,management,married,primary,no,2276,yes,no,36059
26267,50,blue-collar,married,secondary,yes,0,yes,no,7121
26268,35,blue-collar,divorced,primary,no,300,yes,no,44492
26269,39,blue-collar,married,secondary,no,507,yes,no,34956
26270,50,blue-collar,married,secondary,no,37,yes,yes,18224
26271,61,technician,married,secondary,no,1191,no,no,21456
26272,44,blue-collar,married,secondary,no,-182,yes,yes,38122
26273,51,admin.,married,secondary,no,2662,no,no,43661
26274,36,blue-collar,single,primary,no,4519,yes,no,38898
26275,31,admin.,single,secondary,no,144,yes,no,7282
26276,36,admin.,married,secondary,no,304,yes,no,6372
26277,28,management,married,secondary,no,292,yes,no,37898
26278,39,services,married,secondary,no,-762,yes,yes,94
26279,60,services,single,secondary,no,739,no,no,2447
26280,40,management,married,tertiary,no,4190,no,no,24123
26281,55,retired,married,primary,no,4459,no,no,40410
26282,32,technician,married,tertiary,no,463,yes,no,10287
26283,54,retired,single,secondary,no,515,yes,no,14782
26284,23,management,single,tertiary,no,1807,no,no,23561
26285,54,admin.,married,secondary,no,111,no,no,30775
26286,43,management,married,tertiary,no,657,no,no,21292
26287,42,unemployed,single,secondary,no,1523,yes,no,3346
26288,33,management,married,tertiary,no,4728,no,no,1176
26289,35,management,single,secondary,no,0,yes,no,30631
26290,73,management,married,secondary,no,683,no,no,26805
26291,38,technician,married,secondary,no,1478,no,no,1104
26292,30,self-employed,single,tertiary,no,578,yes,no,34378
26293,33,blue-collar,married,primary,no,681,yes,no,19518
26294,40,retired,married,secondary,no,263,no,no,17668
26295,46,management,single,tertiary,no,6651,no,no,44150
26296,37,blue-collar,married,secondary,no,398,yes,no,12443
26297,46,management,divorced,tertiary,no,1297,no,no,22360
26298,41,self-employed,married,tertiary,no,6000,yes,no,11899
26299,46,services,married,secondary,no,3269,yes,no,34251
26300,34,management,married,tertiary,no,63,no,no,24950
26301,32,blue-collar,single,secondary,no,604,no,no,24503
26302,30,management,married,tertiary,no,562,no,no,10357
26303,46,blue-collar,married,secondary,no,182,no,no,7353
26304,57,retired,married,secondary,no,519,yes,no,43313
26305,36,admin.,single,secondary,no,9,yes,no,13982
26306,38,services,married,secondary,no,-762,yes,yes,1226
26307,29,management,single,tertiary,no,187,yes,no,28914
26308,42,technician,married,primary,no,275,no,no,45171
26309,43,management,divorced,secondary,no,51,no,no,41503
26310,34,management,married,tertiary,no,0,no,no,22754
26311,28,services,single,secondary,no,1059,no,no,42751
26312,51,technician,married,tertiary,no,1315,no,no,41978
26313,32,technician,divorced,secondary,no,1097,yes,no,7423
26314,49,blue-collar,married,primary,no,387,yes,yes,16248
26315,26,blue-collar,single,secondary,no,339,yes,no,19777
26316,34,services,single,secondary,no,418,yes,no,7023
26317,51,blue-collar,married,secondary,no,279,no,no,26244
26318,34,admin.,single,secondary,no,69,yes,no,14136
26319,26,blue-collar,single,secondary,yes,-23,yes,no,31490
26320,36,blue-collar,married,primary,no,277,yes,yes,27201
26321,27,student,single,tertiary,no,3733,yes,no,15333
26322,43,unemployed,single,tertiary,no,983,yes,no,21125
26323,49,technician,married,unknown,no,1359,no,no,12369
26324,30,technician,single,tertiary,no,4321,yes,no,45031
26325,43,management,divorced,secondary,no,130,yes,no,6501
26326,50,admin.,single,secondary,no,692,yes,no,2585
26327,40,services,married,secondary,no,1116,yes,no,28229
26328,39,admin.,single,secondary,no,-25,yes,no,25737
26329,36,management,married,tertiary,no,22,no,no,20446
26330,24,student,single,secondary,no,304,no,no,22948
26331,71,housemaid,married,primary,no,227,no,no,37488
26332,34,management,single,tertiary,no,0,no,no,23420
26333,39,blue-collar,single,unknown,no,10,yes,no,27871
26334,40,blue-collar,single,primary,no,147,yes,no,41470
26335,26,entrepreneur,married,secondary,no,-142,yes,no,41674
26336,27,blue-collar,single,primary,no,0,yes,no,13767
26337,51,blue-collar,married,secondary,no,16,yes,yes,43065
26338,48,services,married,secondary,no,51,yes,yes,15502
26339,28,student,single,secondary,no,1377,yes,no,30490
26340,55,blue-collar,married,primary,no,1470,no,no,44888
26341,38,blue-collar,married,primary,no,10443,no,no,32574
26342,56,retired,married,secondary,no,-1206,yes,no,41873
26343,35,blue-collar,single,secondary,no,3507,yes,no,14418
26344,34,management,married,tertiary,no,6203,no,no,26293
26345,51,blue-collar,married,tertiary,no,7816,yes,no,31252
26346,35,technician,single,secondary,no,-54,yes,no,22753
26347,31,blue-collar,married,secondary,no,283,yes,yes,12404
26348,46,technician,single,secondary,no,1758,yes,no,26450
26349,35,blue-collar,single,primary,no,-631,yes,no,31646
26350,28,self-employed,single,tertiary,no,805,no,no,3620
26351,26,entrepreneur,married,tertiary,no,37,yes,yes,20857
26352,41,blue-collar,married,secondary,no,140,yes,no,31691
26353,36,housemaid,divorced,tertiary,no,7296,yes,no,34498
26354,28,services,single,secondary,no,3331,yes,no,28557
26355,48,technician,married,unknown,no,74,no,no,20624
26356,80,retired,married,secondary,no,668,no,no,40529
26357,38,blue-collar,single,primary,no,0,yes,yes,18878
26358,36,admin.,married,secondary,no,286,yes,no,42409
26359,50,self-employed,married,tertiary,no,0,no,no,7265
26360,62,housemaid,married,tertiary,no,1528,no,no,27314
26361,45,blue-collar,divorced,primary,no,594,yes,no,22359
26362,40,technician,married,secondary,no,2266,no,no,16937
26363,57,blue-collar,married,primary,no,4073,no,no,40843
26364,57,retired,married,tertiary,no,-5,no,no,34585
26365,41,entrepreneur,divorced,secondary,no,1588,yes,yes,23219
26366,36,admin.,single,tertiary,no,5007,yes,no,31473
26367,56,unemployed,married,secondary,no,-246,no,yes,8877
26368,30,management,single,tertiary,no,508,no,yes,9974
26369,52,admin.,married,secondary,no,146,yes,yes,24213
26370,33,management,married,tertiary,no,483,yes,no,6180
26371,32,admin.,married,secondary,no,2,yes,no,30152
26372,28,blue-collar,single,secondary,no,455,yes,no,37881
26373,46,technician,divorced,secondary,no,447,no,yes,19208
26374,58,management,divorced,tertiary,no,315,yes,no,33247
26375,31,technician,married,secondary,no,172,no,no,14971
26376,35,management,single,tertiary,no,0,no,no,33842
26377,52,management,married,tertiary,no,291,no,no,31284
26378,35,admin.,single,secondary,no,663,yes,no,22085
26379,41,technician,single,secondary,no,-320,yes,no,14355
26380,28,technician,married,secondary,no,916,yes,no,17142
26381,30,technician,single,tertiary,no,975,yes,no,12020
26382,26,services,divorced,secondary,no,1600,yes,yes,26076
26383,38,management,married,tertiary,no,3436,no,no,6606
26384,33,services,married,secondary,no,184,yes,no,17401
26385,38,entrepreneur,married,primary,no,0,yes,no,2914
26386,32,management,married,tertiary,no,71,no,no,28992
26387,32,blue-collar,married,secondary,no,1005,no,no,16646
26388,42,blue-collar,married,primary,no,1520,yes,no,34999
26389,40,technician,married,secondary,no,529,no,yes,33471
26390,34,technician,divorced,secondary,no,136,yes,no,28777
26391,42,blue-collar,married,secondary,no,671,yes,no,9865
26392,27,technician,single,secondary,no,126,yes,yes,8171
26393,34,self-employed,single,tertiary,no,1798,yes,no,28904
26394,28,technician,married,secondary,no,1944,yes,no,14713
26395,30,technician,married,secondary,no,854,yes,no,28979
26396,65,retired,married,tertiary,no,1153,no,no,30623
26397,40,technician,single,secondary,no,2141,no,no,35475
26398,30,blue-collar,married,secondary,no,-71,yes,no,27360
26399,36,management,single,tertiary,no,4,yes,no,8899
26400,40,management,married,tertiary,no,121,no,no,40148
26401,37,admin.,married,secondary,no,121,no,no,5952
26402,45,blue-collar,married,secondary,no,1239,no,no,21045
26403,47,technician,married,tertiary,no,545,yes,no,9219
26404,37,self-employed,divorced,tertiary,no,1513,no,no,32975
26405,60,retired,married,tertiary,no,2261,no,no,20580
26406,46,blue-collar,single,tertiary,no,283,no,no,7432
26407,42,blue-collar,married,secondary,no,3,yes,no,6768
26408,42,technician,married,secondary,no,738,no,no,40166
26409,55,management,married,tertiary,no,6770,no,no,20829
26410,56,unemployed,married,secondary,no,2629,no,no,31381
26411,37,management,divorced,secondary,no,1448,yes,no,3634
26412,30,management,single,tertiary,no,2,no,no,11454
26413,52,management,married,secondary,no,-588,yes,no,20481
26414,30,services,single,tertiary,no,3516,yes,no,38160
26415,38,entrepreneur,married,primary,no,350,yes,no,30620
26416,33,self-employed,single,tertiary,no,9670,no,no,30570
26417,27,admin.,single,secondary,no,116,no,no,11792
26418,45,management,married,tertiary,no,-687,yes,yes,5073
26419,36,blue-collar,married,secondary,no,0,yes,no,2692
26420,33,self-employed,divorced,secondary,no,1904,yes,no,13905
26421,43,technician,divorced,primary,no,13,no,yes,26495
26422,36,services,divorced,tertiary,no,162,yes,no,1883
26423,54,blue-collar,married,secondary,no,1480,yes,no,15764
26424,43,blue-collar,married,unknown,no,117,yes,no,4181
26425,52,technician,married,secondary,no,230,yes,yes,41114
26426,32,management,single,tertiary,no,2016,no,no,21309
26427,50,technician,married,secondary,no,0,yes,no,36078
26428,26,student,single,secondary,no,108,no,no,25838
26429,38,technician,single,tertiary,no,1369,yes,no,30030
26430,32,blue-collar,divorced,secondary,no,473,no,no,21700
26431,40,management,married,tertiary,no,20,yes,no,17523
26432,34,admin.,divorced,primary,no,9569,yes,no,41985
26433,35,technician,married,secondary,no,545,yes,no,11646
26434,38,blue-collar,married,secondary,no,769,yes,no,17651
26435,37,blue-collar,single,primary,no,12130,yes,no,20394
26436,34,technician,married,secondary,no,0,yes,no,140
26437,31,blue-collar,single,secondary,no,512,yes,no,36758
26438,58,admin.,married,secondary,no,169,no,no,11722
26439,33,management,married,tertiary,no,0,yes,no,24996
26440,28,management,single,tertiary,no,223,yes,no,34836
26441,38,blue-collar,married,secondary,no,20,yes,no,36007
26442,27,entrepreneur,single,tertiary,no,6,no,no,17126
26443,40,blue-collar,married,primary,no,13,yes,no,17283
26444,47,blue-collar,single,secondary,yes,-380,no,no,24131
26445,39,blue-collar,single,primary,no,561,yes,no,9809
26446,36,self-employed,married,secondary,no,0,yes,no,19937
26447,45,technician,single,tertiary,no,1403,yes,no,9879
26448,27,technician,single,tertiary,no,11862,no,no,207
26449,64,retired,married,tertiary,no,1644,no,no,33084
26450,39,admin.,divorced,secondary,no,284,yes,yes,12230
26451,42,management,single,tertiary,no,0,no,no,31361
26452,52,blue-collar,married,primary,no,1271,no,no,36743
26453,59,housemaid,single,unknown,no,4639,no,no,14775
26454,32,blue-collar,married,secondary,yes,-49,yes,no,21376
26455,33,blue-collar,married,secondary,no,687,yes,no,45001
26456,44,technician,married,secondary,no,1,no,yes,474
26457,45,management,married,tertiary,no,3329,no,no,34303
26458,48,blue-collar,married,primary,no,719,no,yes,44600
26459,30,technician,single,tertiary,no,69,no,no,34483
26460,30,services,single,tertiary,no,719,no,yes,10903
26461,53,blue-collar,married,secondary,no,359,no,yes,7669
26462,51,management,married,tertiary,no,385,no,no,42232
26463,25,entrepreneur,single,tertiary,no,16874,yes,yes,33274
26464,46,services,married,secondary,no,198,no,yes,25603
26465,48,technician,married,unknown,no,2106,yes,no,43228
26466,32,services,single,secondary,no,-198,yes,no,29766
26467,33,student,single,tertiary,no,3404,yes,no,29589
26468,49,management,married,tertiary,no,234,no,no,32354
26469,31,management,married,tertiary,no,827,no,no,8071
26470,44,services,married,secondary,no,1357,yes,yes,20482
26471,53,housemaid,married,unknown,no,0,no,no,37938
26472,59,retired,married,primary,no,3648,no,no,20178
26473,27,services,single,secondary,no,437,yes,yes,31258
26474,45,services,divorced,secondary,no,-179,no,no,39392
26475,38,services,married,secondary,no,1559,no,no,39285
26476,59,retired,divorced,secondary,no,1026,no,no,16917
26477,38,technician,single,secondary,no,613,yes,yes,17810
26478,24,blue-collar,single,secondary,no,171,yes,no,39850
26479,54,admin.,married,secondary,no,276,yes,yes,30617
26480,57,management,married,tertiary,no,1318,no,no,21378
26481,36,management,single,tertiary,no,553,no,no,35535
26482,34,services,married,unknown,no,746,no,no,19124
26483,34,management,married,tertiary,no,82,no,no,31876
26484,24,admin.,single,secondary,no,845,yes,no,2432
26485,34,management,divorced,tertiary,no,94,yes,no,34457
26486,37,technician,single,tertiary,no,6101,no,no,37829
26487,54,blue-collar,married,primary,no,714,no,no,6211
26488,47,blue-collar,married,secondary,no,1230,yes,no,39252
26489,32,blue-collar,married,secondary,no,333,yes,no,1608
26490,50,management,married,tertiary,no,-470,yes,no,42716
26491,37,management,married,tertiary,no,725,no,no,21749
26492,61,management,married,tertiary,no,6016,no,no,25965
26493,31,management,single,tertiary,no,319,yes,no,5665
26494,51,services,married,tertiary,no,0,no,no,31346
26495,31,management,single,tertiary,no,347,yes,no,40835
26496,33,management,married,tertiary,no,644,yes,yes,29376
26497,38,unemployed,married,tertiary,no,2012,no,no,23611
